Log,Question,Mode,Correlation,P-Value,significance
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,-0.28336806434926315,0.2703967413507688,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,-0.015117472145958483,0.9525248637572927,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,Baseline,-0.09287083276670677,0.5956776219590415,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",-0.023338001400466834,0.9291558341268801,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.2725865102545528,0.27380095167874935,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,Delta_Social,0.19253851155385138,0.45908218278473145,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,Delta_Task,0.23851319647273372,0.3405229657945542,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,Social,0.15309310892394865,0.5574624351198403,-
Time_To_Start__Nothing,I enjoyed writing on the tablet,Task,-0.2571151046067438,0.3030186296827211,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.11559323652980655,0.5084551975180844,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.29111085957424415,0.256951461714796,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.4176201680321031,0.08462872784341276,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.2874259119846968,0.2632974958126446,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.4497447963422649,0.06112050206503491,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.3281906446940648,0.19841752686595926,-
Time_To_Start__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.020786524200692914,0.9347526699964603,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.09285317395799475,0.5957478593617913,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.48222445658549656,0.049957313695898155,*
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.11742342537983634,0.6426254692760827,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.3329645057376048,0.1915793925479459,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.13808125021517795,0.5847905647140581,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.12498474400433691,0.6326824630976771,-
Time_To_Start__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.38699273032136516,0.11261550102244246,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,Baseline,-0.050038409167995276,0.7752925365849397,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.20352289460267362,0.4333439241934608,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",0.07075284027251295,0.7802616909487025,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,-0.07045023274707932,0.7881745607038024,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.05252862383868386,0.8360077174686389,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,Social,-0.0955258527151328,0.7153365317975862,-
Time_To_Start__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.04337696053310002,0.8643020448398117,-
Time_To_Start__Nothing,I think the robot was a good student,Baseline,0.10525804117265515,0.5473238167160444,-
Time_To_Start__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",-0.21210913968173659,0.41375902191730063,-
Time_To_Start__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",0.015698591963221185,0.9507019657061381,-
Time_To_Start__Nothing,I think the robot was a good student,Delta_Social,-0.11431856229600088,0.6621967679875684,-
Time_To_Start__Nothing,I think the robot was a good student,Delta_Task,-0.02354788794483178,0.9261060556673635,-
Time_To_Start__Nothing,I think the robot was a good student,Social,0.02132877903704131,0.9352423880824958,-
Time_To_Start__Nothing,I think the robot was a good student,Task,-0.04836508334066744,0.8488585320206627,-
Time_To_Start__Nothing,I think the robot was nice,Baseline,,,-
Time_To_Start__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Time_To_Start__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",-0.29101133880970076,0.24136049153652991,-
Time_To_Start__Nothing,I think the robot was nice,Delta_Social,,,-
Time_To_Start__Nothing,I think the robot was nice,Delta_Task,-0.11149135707644381,0.6596207235840856,-
Time_To_Start__Nothing,I think the robot was nice,Social,,,-
Time_To_Start__Nothing,I think the robot was nice,Task,-0.11149135707644381,0.6596207235840856,-
Time_To_Start__Nothing,I think the robot was serious,Baseline,-0.39516714174611445,0.0188003438943612,*
Time_To_Start__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",-0.10934719818508108,0.6761185753172825,-
Time_To_Start__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",0.30775460790128834,0.21409596139245504,-
Time_To_Start__Nothing,I think the robot was serious,Delta_Social,-0.11222475603205691,0.668047830103299,-
Time_To_Start__Nothing,I think the robot was serious,Delta_Task,0.07878517962272982,0.7559954523929259,-
Time_To_Start__Nothing,I think the robot was serious,Social,-0.36843806309180605,0.1456209298410099,-
Time_To_Start__Nothing,I think the robot was serious,Task,-0.041972406128716985,0.8686593229977999,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.5325122971568952,0.0009912679277417323,***
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.2024135960653774,0.43590867211247786,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",0.24791324888123842,0.3212487319545392,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.04423608390832751,0.8661278686730053,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,0.2745944953976049,0.27014114335912476,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.026030266694367223,0.9210060069925301,-
Time_To_Start__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.24523618649454162,0.32667106498885956,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.024375747470904357,0.8894564216066149,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.05103103630798288,0.8457801257277214,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.28912165479145596,0.2445698355364675,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,Delta_Social,0.0,1.0,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,Delta_Task,-0.35337091141177956,0.150294006405313,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,Social,,,-
Time_To_Start__Nothing,I would like to redo this activity with Blueberry,Task,-0.2571151046067438,0.3030186296827211,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,Baseline,0.18228509938501952,0.29461049209801016,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.0700140042014005,0.7894583927180476,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.43462732419630634,0.07148170709184426,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.3850770231077027,0.12692335064375423,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.47053132054295776,0.048759734831097745,*
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,Social,0.15309310892394865,0.5574624351198403,-
Time_To_Start__Nothing,I would like to redo this activity with a group of friends,Task,-0.47053132054295776,0.048759734831097745,*
Time_To_Start__Nothing,I wrote well on the tablet,Baseline,0.0786808397190512,0.6532335073051683,-
Time_To_Start__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.27581729723459514,0.2839164395144851,-
Time_To_Start__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.27865638535867515,0.26283086680105816,-
Time_To_Start__Nothing,I wrote well on the tablet,Delta_Social,-0.20165887297812382,0.43765809615904483,-
Time_To_Start__Nothing,I wrote well on the tablet,Delta_Task,-0.3026034184754362,0.2222604485247869,-
Time_To_Start__Nothing,I wrote well on the tablet,Social,-0.02256755695554319,0.9314893264926872,-
Time_To_Start__Nothing,I wrote well on the tablet,Task,-0.6525916296571557,0.003328001721036596,**
Time_To_Start__Word_length,AverageResponses,Baseline,0.0008440085873021491,0.99616069431792,-
Time_To_Start__Word_length,AverageResponses,Delta_Social,-0.20923271052314846,0.42026710148877855,-
Time_To_Start__Word_length,AverageResponses,Delta_Task,-0.0831187785102015,0.7429915070250162,-
Time_To_Start__Word_length,AverageResponses,Social,-0.26601307984534533,0.3020706601797156,-
Time_To_Start__Word_length,AverageResponses,Task,-0.3476473089037945,0.1574783745543716,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,0.1389783275724691,0.425903150862611,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.46344173447488085,0.06098295213648397,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.02614265176112291,0.9179882702556346,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.21840357601689786,0.39970575877746406,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.06797089457891957,0.788712614062688,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,-0.274227159047674,0.2868148740318052,-
Time_To_Start__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.08692546483926127,0.7316229164825416,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,Baseline,-0.14081716291524518,0.4197457538807703,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.04667600280093367,0.8588116291446034,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.23851319647273372,0.3405229657945542,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,Delta_Social,0.2158765129543182,0.4053166033608493,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,Delta_Task,0.0681466275636382,0.7881781018728292,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,Social,0.15309310892394865,0.5574624351198403,-
Time_To_Start__Word_length,I enjoyed writing on the tablet,Task,-0.2571151046067438,0.3030186296827211,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.08891787425369735,0.6114892736138988,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.29111085957424415,0.256951461714796,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.38549553972194134,0.1141337537363698,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.2874259119846968,0.2632974958126446,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.48186942465242666,0.04287077495296311,*
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.29318364259336455,0.25342398865415794,-
Time_To_Start__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.0566905205473443,0.8232013482014056,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.0922719334324361,0.5980617338527232,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.4707429219048895,0.05650178961720247,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.11633617144113417,0.6457281216665014,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.387820726989394,0.12400930086593648,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.25115565984020555,0.3147528363186855,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.13540013933803166,0.6043588437402747,-
Time_To_Start__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.42975435798118455,0.07508291330245552,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,Baseline,-0.04229436965390077,0.8093710645935098,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.22961557339788816,0.37532257651044176,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",0.05252862383868386,0.8360077174686389,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,-0.12133095639774773,0.6427366702941916,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.06539277661550441,0.796564466115782,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,Social,-0.16934128435864448,0.5158549288701162,-
Time_To_Start__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.0479429563786895,0.8501635128683257,-
Time_To_Start__Word_length,I think the robot was a good student,Baseline,0.09798411149812206,0.5754932667040632,-
Time_To_Start__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",-0.21348647175759203,0.4106617683516579,-
Time_To_Start__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.08241760780691124,0.745091144994704,-
Time_To_Start__Word_length,I think the robot was a good student,Delta_Social,-0.16390251702679645,0.5296196592351883,-
Time_To_Start__Word_length,I think the robot was a good student,Delta_Task,-0.1216640877149642,0.6305781499321546,-
Time_To_Start__Word_length,I think the robot was a good student,Social,-0.016758326386246743,0.9490998331619525,-
Time_To_Start__Word_length,I think the robot was a good student,Task,-0.02418254167033372,0.9241198538464604,-
Time_To_Start__Word_length,I think the robot was nice,Baseline,,,-
Time_To_Start__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Time_To_Start__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.29101133880970076,0.24136049153652991,-
Time_To_Start__Word_length,I think the robot was nice,Delta_Social,,,-
Time_To_Start__Word_length,I think the robot was nice,Delta_Task,-0.18329934976974657,0.4665848207946163,-
Time_To_Start__Word_length,I think the robot was nice,Social,,,-
Time_To_Start__Word_length,I think the robot was nice,Task,-0.18329934976974657,0.4665848207946163,-
Time_To_Start__Word_length,I think the robot was serious,Baseline,-0.41999362760302655,0.012010034596492641,*
Time_To_Start__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",-0.16689835512459744,0.5220169870201925,-
Time_To_Start__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",0.3065235894696832,0.21602907900958176,-
Time_To_Start__Word_length,I think the robot was serious,Delta_Social,-0.13236766096088762,0.6125527178707106,-
Time_To_Start__Word_length,I think the robot was serious,Delta_Task,0.0,1.0,-
Time_To_Start__Word_length,I think the robot was serious,Social,-0.40374671080477076,0.1080136682967767,-
Time_To_Start__Word_length,I think the robot was serious,Task,-0.1452890981378665,0.5651404579758572,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.47725459168038725,0.0037435042239872406,**
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.18766823476260158,0.470734057912194,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",0.19232731863880828,0.4445238307086823,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.10321752911943086,0.6934212425964983,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,0.17453982096123064,0.48850158129108356,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.14461259274648458,0.5797422172249305,-
Time_To_Start__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.24195177328256118,0.33339635159446723,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,Baseline,-0.024375747470904357,0.8894564216066149,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.05103103630798288,0.8457801257277214,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.28912165479145596,0.2445698355364675,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,Delta_Social,0.0,1.0,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,Delta_Task,-0.38549553972194134,0.1141337537363698,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,Social,,,-
Time_To_Start__Word_length,I would like to redo this activity with Blueberry,Task,-0.2571151046067438,0.3030186296827211,-
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,Baseline,0.1465379519395567,0.4009118474117772,-
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.10502100630210072,0.6883150997810407,-
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.47053132054295776,0.048759734831097745,*
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.3850770231077027,0.12692335064375423,-
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.47053132054295776,0.048759734831097745,*
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,Social,0.15309310892394865,0.5574624351198403,-
Time_To_Start__Word_length,I would like to redo this activity with a group of friends,Task,-0.47053132054295776,0.048759734831097745,*
Time_To_Start__Word_length,I wrote well on the tablet,Baseline,0.04780232148968771,0.7850933999485896,-
Time_To_Start__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.26931217229981697,0.2958863166777788,-
Time_To_Start__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.19593027095531843,0.43587229976779973,-
Time_To_Start__Word_length,I wrote well on the tablet,Delta_Social,-0.12359737376078557,0.6364930800340156,-
Time_To_Start__Word_length,I wrote well on the tablet,Delta_Task,-0.14477070020587418,0.566544099116466,-
Time_To_Start__Word_length,I wrote well on the tablet,Social,-0.06770267086662957,0.7962691840168582,-
Time_To_Start__Word_length,I wrote well on the tablet,Task,-0.5636018619766344,0.014856863851199614,*
n_erased__Attempt_Duration,AverageResponses,Baseline,-0.06247413767044349,0.7214454732345466,-
n_erased__Attempt_Duration,AverageResponses,Delta_Social,-0.4738505503024244,0.05467077623747071,-
n_erased__Attempt_Duration,AverageResponses,Delta_Task,-0.17178741372946502,0.49548997227376956,-
n_erased__Attempt_Duration,AverageResponses,Social,-0.5381838698722958,0.02584155103013062,*
n_erased__Attempt_Duration,AverageResponses,Task,-0.07153966746666757,0.7778756901530729,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,Baseline,0.007447353934315987,0.9661323564783755,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.3981870074942223,0.11342153054003817,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.009168872087224552,0.9711962305128786,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.4341436937896872,0.08164281133100942,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.25803825731189095,0.3012247443791629,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,Social,-0.3564953067619762,0.16015107774825618,-
n_erased__Attempt_Duration,I enjoyed teaching Blueberry how to write in a group,Task,0.043552717469211646,0.8637570625715154,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,Baseline,0.22125976143005696,0.2014777812022859,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.12835900770256758,0.623451087598694,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.1707192951022445,0.49821484559584983,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,Delta_Social,-0.017503501050350125,0.9468394494133474,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,Delta_Task,-0.27315087216359124,0.2727692564221872,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,Social,-0.05103103630798288,0.8457801257277214,-
n_erased__Attempt_Duration,I enjoyed writing on the tablet,Task,0.35133741079873654,0.15282016081774077,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.11562562919865868,0.5083355850400918,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.2561038574735439,0.32110474306525855,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.3219113899898252,0.1926734477574945,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.16950758911918012,0.515436674004481,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,-0.03219113899898252,0.8990966641538864,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.28443189206818953,0.2685243105151141,-
n_erased__Attempt_Duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.11550938111399611,0.6480912333418211,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.09273384333218067,0.5962225878556502,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.4516070307705443,0.06879858548363296,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.16887327259181767,0.5029411249977166,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.43629831786306833,0.07997053142318179,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.23969109658193474,0.3380718646247637,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.22393099967443697,0.38758030485659356,-
n_erased__Attempt_Duration,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.2881673337014479,0.2462008277279875,-
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,Baseline,-0.030388976219944384,0.8624201927041969,-
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.5035887007476411,0.039313852247512424,*
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",0.05048891442621981,0.8422985686027721,-
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,Delta_Social,-0.551860156518788,0.021634651657276818,*
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,Delta_Task,-0.10527475773977747,0.6776028199133075,-
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,Social,-0.699075558506199,0.001792124724514192,**
n_erased__Attempt_Duration,I think I helped the group teach Blueberry how to write,Task,-0.22877246316287006,0.36118376378139483,-
n_erased__Attempt_Duration,I think the robot was a good student,Baseline,0.09415958648213525,0.5905613976812044,-
n_erased__Attempt_Duration,I think the robot was a good student,"Delta Logs, Delta_Social",-0.40631296237735254,0.10558018185781301,-
n_erased__Attempt_Duration,I think the robot was a good student,"Delta Logs, Delta_Task",0.13764707476457988,0.5859833070897746,-
n_erased__Attempt_Duration,I think the robot was a good student,Delta_Social,-0.3360690265087255,0.18721678816439488,-
n_erased__Attempt_Duration,I think the robot was a good student,Delta_Task,-0.05899160347053423,0.8161387950256478,-
n_erased__Attempt_Duration,I think the robot was a good student,Social,-0.22395217988893376,0.38753423240722695,-
n_erased__Attempt_Duration,I think the robot was a good student,Task,-0.014254475939994602,0.9552323830040426,-
n_erased__Attempt_Duration,I think the robot was nice,Baseline,,,-
n_erased__Attempt_Duration,I think the robot was nice,"Delta Logs, Delta_Social",,,-
n_erased__Attempt_Duration,I think the robot was nice,"Delta Logs, Delta_Task",0.1533813093480932,0.5434279659319738,-
n_erased__Attempt_Duration,I think the robot was nice,Delta_Social,,,-
n_erased__Attempt_Duration,I think the robot was nice,Delta_Task,-0.2783586725206136,0.26336243845663765,-
n_erased__Attempt_Duration,I think the robot was nice,Social,,,-
n_erased__Attempt_Duration,I think the robot was nice,Task,-0.2783586725206136,0.26336243845663765,-
n_erased__Attempt_Duration,I think the robot was serious,Baseline,-0.2850702921726605,0.09693578255632439,-
n_erased__Attempt_Duration,I think the robot was serious,"Delta Logs, Delta_Social",-0.569756453701212,0.01695746795879705,*
n_erased__Attempt_Duration,I think the robot was serious,"Delta Logs, Delta_Task",0.1443273538284133,0.5677457225831661,-
n_erased__Attempt_Duration,I think the robot was serious,Delta_Social,-0.4891848339858891,0.04627717363185125,*
n_erased__Attempt_Duration,I think the robot was serious,Delta_Task,-0.09251753450539316,0.7150189213783404,-
n_erased__Attempt_Duration,I think the robot was serious,Social,-0.1918948245269823,0.46061380966748033,-
n_erased__Attempt_Duration,I think the robot was serious,Task,-0.20382586566453098,0.4172236135816725,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.07629930308067093,0.6631012792743913,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.356569646048943,0.1600577113602615,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.10583192870393486,0.675984195682108,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.3793579316986875,0.13315016263742155,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.2495405476808569,0.3179787684933344,-
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.6854636896183369,0.002388600730869664,**
n_erased__Attempt_Duration,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.2007640080434584,0.4244044651510718,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,Baseline,-0.13410418054877224,0.4424652472200259,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.2041241452319315,0.431957080956069,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.2575291119918602,0.3022133328036023,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,Delta_Social,0.2041241452319315,0.431957080956069,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,Delta_Task,0.35410252898880773,0.149392209649768,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,Social,,,-
n_erased__Attempt_Duration,I would like to redo this activity with Blueberry,Task,0.35133741079873654,0.15282016081774077,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,Baseline,0.19603041445196356,0.25906406213993316,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.03500700210070025,0.8938902347498958,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.0984670134086524,0.6974865494000001,-
